Frame,Time,C7_X,C7_Y,C7_Z,STRN_X,STRN_Y,STRN_Z,RSHO_X,RSHO_Y,RSHO_Z,RELB_X,RELB_Y,RELB_Z,RWRA_X,RWRA_Y,RWRA_Z,LSHO_X,LSHO_Y,LSHO_Z,LELB_X,LELB_Y,LELB_Z,LWRA_X,LWRA_Y,LWRA_Z
2029,20.28,0.09058179,1375.5369,-206.15872,12.655613,1090.8651,40.873299,-105.00372,1396.5055,-101.446,-228.31525,1085.4393,-147.79613,-209.12379,874.46674,-63.135185,105.38018,1401.0057,-114.20238,231.94537,1093.7662,-133.30692,220.61716,881.86926,-38.664242
2030,20.29,-0.11970738,1377.5131,-206.20882,12.827013,1091.9036,40.690186,-102.30466,1399.5474,-101.24408,-229.86998,1090.0485,-147.33627,-208.60812,878.84662,-63.830704,102.70236,1404.2361,-113.53835,231.96404,1098.7441,-132.44794,220.36537,886.09125,-39.551689
2031,20.3,-0.19286484,1379.3173,-206.1064,13.041615,1092.7971,40.409512,-99.769669,1402.1322,-98.727249,-231.35907,1094.2472,-147.31323,-208.3992,882.76917,-64.273399,100.54277,1406.9354,-112.67255,232.46974,1103.2152,-131.51903,220.35199,889.65802,-40.472515
2032,20.31,-0.057772484,1380.7738,-205.92276,13.222867,1093.4423,40.144112,-97.796059,1404.2389,-98.207932,-233.01033,1097.7994,-147.17297,-208.68517,886.04224,-64.439018,98.849319,1409.0975,-111.8137,233.39346,1106.9663,-130.62183,220.59793,892.65546,-41.330261
2033,20.32,0.20767048,1382.0663,-205.68581,13.272945,1093.9298,40.036633,-96.219841,1405.943,-97.81916,-234.6949,1100.6115,-146.74478,-209.43086,888.88257,-64.6222,97.673828,1410.749,-110.89938,234.69131,1109.9688,-129.6035,221.18184,894.93689,-42.305073
2034,20.33,0.49250031,1382.9913,-205.50172,13.241113,1094.1639,39.820534,-94.924614,1407.2839,-97.404869,-236.21133,1102.9243,-146.42859,-210.62273,891.15955,-64.488327,96.857841,1411.9536,-110.00758,236.17398,1112.2509,-128.75331,222.26961,896.58978,-43.099823
2035,20.34,0.88187194,1383.6495,-205.33777,13.189553,1094.2068,39.583561,-93.846924,1408.2864,-97.177704,-237.52827,1104.7875,-146.15254,-212.32674,893.14117,-64.224121,96.408211,1412.7875,-109.19459,237.62791,1113.8499,-128.07779,223.95634,897.72504,-43.766693
2036,20.35,1.402374,1384.0494,-205.13869,13.0228,1094.0677,39.336739,-92.940544,1409.092,-97.036926,-238.53726,1106.3248,-145.97226,-214.52994,894.66718,-63.604401,96.183708,1413.2625,-108.56644,239.02647,1114.953,-127.58341,226.22816,898.40692,-44.287651
2037,20.36,1.9423318,1384.1932,-204.94887,12.820372,1093.7684,39.191826,-92.190529,1409.6584,-97.027649,-239.39154,1107.4855,-145.7606,-217.04836,895.99738,-62.871128,96.083069,1413.4012,-107.94797,240.19574,1115.661,-127.2403,229.03964,898.79407,-44.718903
2038,20.37,2.3716798,1384.1881,-204.86572,12.623686,1093.4143,39.205261,-91.499474,1410.0719,-96.982399,-239.9826,1108.4878,-145.63893,-219.70288,897.1897,-62.129578,96.096596,1413.3291,-107.55141,241.07858,1116.0599,-127.08214,232.2576,899.00983,-45.05653
2039,20.38,2.6744859,1384.0481,-204.75462,12.40343,1092.9862,39.425602,-90.951523,1410.3649,-96.958595,-240.44984,1109.2861,-145.39795,-222.27827,898.50165,-61.17313,96.240639,1413.1409,-107.31438,241.85896,1116.2181,-127.00745,235.63095,899.09973,-45.350994
2040,20.39,2.8736291,1383.8519,-204.61472,12.171012,1092.6179,39.700901,-90.4627,1410.5566,-96.743263,-240.94736,1109.9644,-145.16798,-224.39851,899.38715,-60.529243,96.569122,1412.8604,-107.13061,242.47791,1116.1746,-127.01078,238.89014,899.15515,-45.666065
2041,20.4,3.0930052,1383.6781,-204.36617,11.937516,1092.2426,39.925026,-90.137093,1410.626,-96.530266,-241.44257,1110.5292,-145.07909,-226.13712,900.05219,-60.051434,96.993675,1412.5842,-107.00674,242.98996,1115.9855,-127.02074,241.88911,899.29803,-45.872589
2042,20.41,3.2885985,1383.5122,-204.07076,11.751509,1091.9368,40.220478,-89.938965,1410.6508,-96.179657,-241.91718,1110.8511,-145.15601,-227.61401,900.57996,-59.6894,97.442543,1412.2701,-107.02728,243.50613,1115.7627,-127.0655,244.24493,899.26501,-46.050625
2043,20.42,3.3881831,1383.3877,-203.79266,11.632204,1091.7439,40.496487,-89.847,1410.6433,-95.811058,-242.2879,1111.0929,-145.50494,-228.7634,900.94745,-59.566471,97.84388,1411.9858,-106.97367,243.96851,1115.545,-127.2261,245.94725,899.13098,-46.304554
2044,20.43,3.4836731,1383.3182,-203.56334,11.555649,1091.6792,40.755936,-89.751816,1410.6996,-95.472809,-242.5892,1111.1909,-145.74771,-229.49606,901.09637,-59.517437,98.216461,1411.7031,-106.91558,244.38141,1115.3766,-127.5553,247.09447,898.9364,-46.578709
2045,20.44,3.5861676,1383.2736,-203.35153,11.558675,1091.6736,40.986374,-89.695854,1410.7244,-95.298439,-242.64003,1111.2761,-145.63528,-229.8775,901.07147,-59.601238,98.533882,1411.5042,-106.81905,244.71608,1115.1771,-128.03769,247.7663,898.71985,-46.848869
2046,20.45,3.655719,1383.2277,-203.14679,11.601256,1091.7357,41.16198,-89.700699,1410.7609,-95.063011,-242.35132,1111.3899,-145.40665,-230.04497,900.9809,-59.885204,98.85804,1411.3557,-106.7838,244.96179,1114.9484,-128.40993,247.97345,898.45947,-47.049328
2047,20.46,3.6581705,1383.2443,-202.96297,11.642839,1091.8427,41.239174,-89.752625,1410.7894,-94.844894,-242.04593,1111.5166,-145.37277,-229.97133,900.72729,-60.230427,99.194992,1411.298,-106.79402,245.07439,1114.6714,-128.75687,247.72159,898.17535,-47.214073
2048,20.47,3.6494932,1383.2474,-202.78439,11.687367,1091.9772,41.383404,-89.911629,1410.7285,-94.632271,-241.79558,1111.4423,-145.51941,-229.69957,900.42493,-60.856205,99.590958,1411.2081,-106.79651,244.96333,1114.3224,-129.04135,247.13965,897.94171,-47.316444
2049,20.48,3.6247642,1383.2286,-202.60283,11.775273,1092.0743,41.387394,-90.153839,1410.5751,-94.414528,-241.55177,1111.1442,-145.76158,-229.1879,899.93591,-61.465679,99.958191,1411.1182,-106.88428,244.65021,1113.9525,-129.36162,246.31943,897.63983,-47.446159
2050,20.49,3.5992062,1383.1117,-202.30186,11.873395,1092.1379,41.488235,-90.465279,1410.3271,-94.171417,-241.2785,1110.6442,-146.0343,-228.43655,899.30688,-62.071415,100.34781,1410.9169,-106.91888,244.26096,1113.4796,-129.7431,245.24161,897.22742,-47.487682
2051,20.5,3.5899804,1382.9027,-202.02803,11.936429,1092.1597,41.562588,-90.877991,1409.9348,-94.026169,-240.96901,1109.9227,-146.32288,-227.51526,898.56226,-62.882336,100.77897,1410.6073,-106.97161,243.80927,1112.8201,-130.11272,243.93652,896.60516,-47.478767
2052,20.51,3.5723252,1382.583,-201.71336,12.060828,1092.1281,41.54047,-91.369293,1409.5059,-93.908844,-240.57581,1109.0742,-146.69478,-226.48813,897.64618,-63.550541,101.25571,1410.1909,-107.09821,243.41399,1111.9365,-130.46544,242.4007,895.53931,-47.461906
2053,20.52,3.5530534,1382.1737,-201.52831,12.079165,1092.0278,41.551819,-91.913116,1408.9093,-93.841637,-240.23552,1108.0575,-147.09631,-225.54352,896.63965,-64.336189,101.90022,1409.7004,-107.26514,243.07343,1110.8054,-130.77757,240.8882,894.55426,-47.156704
2054,20.53,3.6614945,1381.6451,-201.27711,12.114476,1091.8597,41.631058,-92.599648,1408.098,-93.966042,-239.75974,1106.8735,-147.66492,-224.52321,895.38538,-64.998734,102.76556,1409.0406,-107.32658,242.70674,1109.4392,-131.14417,239.31798,893.36798,-46.786911
2055,20.54,3.8403277,1381.0428,-201.02873,12.184209,1091.6205,41.599934,-93.390068,1407.1414,-94.154999,-239.34874,1105.4009,-148.03737,-223.46698,893.72571,-65.763,103.78579,1408.175,-107.3619,242.48357,1107.8062,-131.39751,237.70682,891.99536,-46.389397
2056,20.55,4.1444411,1380.3318,-200.81767,12.187749,1091.3375,41.524906,-94.369942,1405.9313,-94.472557,-238.94176,1103.6421,-148.43013,-222.46291,891.6449,-66.485558,104.98943,1407.1294,-107.40916,242.22998,1105.955,-131.66228,236.23499,890.25519,-45.941067
2057,20.56,4.4648972,1379.5142,-200.59338,12.164678,1090.942,41.548576,-95.527275,1404.5063,-94.897682,-238.47417,1101.4841,-148.76993,-221.5316,889.57288,-66.76149,106.36825,1405.7635,-107.38166,242.07617,1103.6781,-131.9389,234.72417,888.2984,-45.462135
2058,20.57,4.8658109,1378.5034,-200.3187,12.112426,1090.502,41.570614,-96.887573,1402.8219,-95.339195,-238.09084,1099.017,-149.36293,-220.73967,887.25214,-66.941635,107.99028,1404.1361,-107.46912,241.96657,1101.0618,-132.18768,233.27251,885.94037,-44.915138
2059,20.58,5.3149824,1377.4333,-199.98488,12.082676,1090.0798,41.556278,-98.61647,1400.6914,-97.131233,-237.75932,1096.1183,-150.15919,-220.0193,884.63531,-66.967018,109.78509,1402.1294,-107.5817,241.92125,1098.0389,-132.4612,231.8661,883.19989,-44.376019
2060,20.59,5.7941942,1376.1444,-199.55969,12.009284,1089.5867,41.649712,-100.43845,1398.2576,-97.498734,-237.50993,1092.76,-151.18166,-219.53285,881.70959,-66.892998,111.73743,1399.6831,-107.80487,241.99341,1094.5482,-132.68524,230.46204,880.00629,-43.653461
2061,20.6,6.2924151,1374.7396,-198.93172,11.933973,1089.0048,41.660099,-102.41661,1395.5239,-97.624229,-237.38271,1088.9097,-152.38281,-219.14668,878.37323,-66.578705,113.91058,1396.7355,-108.19237,242.10939,1090.5048,-132.9357,229.06145,876.34723,-42.878826
2062,20.61,6.9339733,1373.14,-198.1629,11.846139,1088.3385,41.625374,-104.65855,1392.3373,-98.10865,-237.2346,1084.5841,-153.87804,-218.88966,874.62714,-66.379288,116.35735,1393.3301,-108.55687,242.35471,1085.9561,-133.08417,227.58574,872.13989,-42.109062
2063,20.62,7.6090312,1371.5435,-197.23235,11.789408,1087.5822,41.670277,-107.08849,1388.7008,-98.668594,-237.22552,1079.7242,-155.38008,-218.73389,870.36169,-66.082962,119.11587,1389.4474,-109.04903,242.67059,1080.7844,-133.19382,226.09866,867.33594,-41.202148
2064,20.63,8.1425209,1369.8655,-195.836,11.793911,1086.7332,41.81139,-109.76164,1384.7119,-99.510117,-237.12318,1074.2539,-156.72485,-218.73483,865.57916,-65.604553,122.18133,1385.175,-109.56577,243.14688,1074.9834,-133.32024,224.6234,861.99139,-40.149158
2065,20.64,8.4394159,1368.2473,-194.13391,11.72681,1085.8649,41.919296,-112.7126,1380.3484,-100.07136,-237.0717,1068.2517,-158.11649,-218.85664,860.2691,-65.165337,125.60178,1380.4197,-110.03175,243.6832,1068.6348,-133.48763,223.13985,856.08948,-39.057079
2066,20.65,8.3084698,1366.5457,-191.591,11.656684,1084.8264,42.041576,-115.96668,1375.7482,-100.76117,-236.5007,1061.6975,-159.8306,-219.18201,854.49634,-64.704178,129.24771,1375.1765,-110.45144,244.27071,1061.6633,-133.72073,221.58919,849.74762,-37.89653
2067,20.66,7.4517107,1364.7584,-188.65228,11.602991,1083.6809,42.175632,-119.54195,1370.6031,-99.777252,-236.21747,1054.5975,-161.25703,-219.6004,848.26764,-64.154099,132.9333,1369.5095,-110.7862,244.89458,1054.1597,-133.99037,220.05298,842.96161,-36.626797
2068,20.67,7.6498523,1362.0781,-188.05452,11.461095,1082.4315,42.347847,-122.79989,1365.4253,-100.68803,-235.91023,1047.13,-162.75359,-220.2291,841.58215,-63.616833,136.37709,1363.5314,-110.95965,245.5545,1046.1936,-134.20169,218.55161,835.71417,-35.27599
2069,20.68,8.1570272,1359.515,-188.22876,11.342822,1081.0477,42.527473,-125.91961,1360.0481,-101.50405,-235.55823,1039.2288,-164.0544,-220.89735,834.49487,-62.986782,139.25354,1357.2375,-111.13834,246.209,1037.8589,-134.35458,217.06485,828.13007,-34.000019
2070,20.69,8.389926,1357.4856,-188.78333,11.342072,1079.6365,42.881187,-128.58406,1354.4336,-101.82544,-234.87015,1031.1661,-165.29115,-221.52408,827.06396,-62.5341,141.47429,1350.6835,-111.33448,246.81122,1029.2458,-134.53438,215.5466,820.3396,-32.682472
2071,20.7,8.6976366,1355.1553,-189.36079,11.357965,1078.0797,43.086254,-130.7524,1348.6483,-102.0575,-234.28583,1023.0584,-166.18416,-222.09967,819.49316,-62.262119,143.24794,1344.286,-111.4071,247.3311,1020.6361,-134.47955,214.03668,812.46985,-31.406939
2072,20.71,8.9302025,1352.8846,-189.91862,11.205272,1076.4373,43.476372,-132.48633,1342.9399,-102.3215,-233.66829,1015.0729,-166.74915,-222.61154,811.88898,-61.990181,144.8636,1338.4609,-111.34566,247.77702,1012.3761,-134.25891,212.59035,804.8631,-30.211735
2073,20.72,9.2474184,1350.7391,-190.50902,11.114954,1074.7542,43.660351,-133.86217,1337.6508,-102.7119,-232.92079,1007.4415,-166.92516,-222.90616,804.49152,-61.745865,146.39265,1333.3312,-111.19426,247.96478,1004.6786,-133.76662,211.21718,797.79596,-29.204117
2074,20.73,9.4477959,1348.6726,-190.64137,11.094196,1073.2819,43.84956,-134.92709,1333.0737,-102.94904,-232.19362,1000.4763,-166.52405,-222.94968,797.75854,-61.744865,147.70871,1329.3431,-110.79875,247.79559,998.12653,-132.96869,209.95877,791.73956,-28.367214
2075,20.74,9.8299284,1347.3822,-191.35362,11.053158,1071.9971,44.07209,-135.49283,1329.4939,-103.38103,-231.4948,994.79626,-165.56146,-222.70445,792.01703,-61.598488,148.72816,1326.7178,-110.12037,247.33815,993.36334,-131.47452,208.86696,787.1615,-27.826008
2076,20.75,10.069556,1346.521,-192.05766,11.047761,1071.0088,44.305546,-135.82222,1327.2882,-103.99434,-230.69374,990.91876,-163.79976,-221.99631,787.77917,-61.815754,149.01613,1325.464,-109.19592,246.39166,991.18524,-129.38838,208.04094,784.4613,-27.731853
2077,20.76,10.330025,1346.5144,-193.03525,10.990653,1070.2965,44.601055,-135.92557,1326.5114,-104.43037,-229.72289,989.39386,-161.09207,-220.95265,785.50055,-61.969654,148.64995,1325.5109,-108.31779,244.58704,991.46191,-127.17454,207.53455,783.78052,-27.899124
2078,20.77,9.9179773,1346.3597,-192.85603,10.926176,1070.1887,44.649857,-135.6449,1326.8678,-104.50084,-228.35307,990.12732,-157.92418,-219.73557,784.93427,-62.363983,147.7859,1326.6056,-107.84142,242.16516,993.36133,-125.01112,207.41226,784.211,-28.16217
2079,20.78,9.6418285,1346.7273,-193.16266,10.749405,1070.5781,44.414181,-135.2364,1327.9708,-104.45773,-226.66313,992.45062,-155.06145,-218.57751,785.56885,-62.5835,146.76938,1328.2383,-107.75287,239.66635,995.79047,-122.85818,207.62555,785.33618,-28.290783
2080,20.79,9.2453747,1347.243,-193.38844,10.700095,1071.236,43.934395,-134.70784,1329.5544,-104.44127,-225.3364,995.15668,-152.29247,-217.54227,786.98804,-62.638432,145.67082,1330.0822,-107.86548,237.6953,998.37671,-120.8535,208.00432,786.6427,-28.391996
2081,20.8,8.8410454,1347.8739,-193.57065,10.596952,1072.0042,43.480869,-134.11331,1331.2155,-104.34356,-224.32489,997.7912,-150.0538,-216.72131,788.81586,-62.396137,144.53165,1331.9563,-108.13508,236.70296,1001.2354,-119.33738,208.45975,788.45361,-28.261786
2082,20.81,8.7513275,1348.8444,-194.19743,10.500512,1072.9659,42.924397,-133.49228,1332.8054,-104.41916,-223.87738,1000.2154,-148.66734,-216.24588,790.90796,-61.885101,143.48164,1333.6982,-108.55112,236.62918,1004.0464,-118.2056,208.99927,790.45929,-28.103136
2083,20.82,8.2796774,1349.1658,-193.65753,10.454692,1073.8783,42.543442,-132.88319,1334.1765,-104.36996,-224.30443,1002.4437,-147.9738,-216.05782,792.87134,-61.166656,142.67459,1335.1764,-108.95903,237.10959,1006.6792,-117.70663,209.63167,792.58826,-27.727797
2084,20.83,8.0860796,1349.8242,-193.6265,10.500099,1074.7709,42.131836,-132.42294,1335.254,-104.13601,-224.66098,1004.3101,-148.19655,-216.13454,794.47198,-60.361923,142.0771,1336.3658,-109.3842,237.92073,1008.9869,-117.64599,210.44347,794.52832,-27.252424
2085,20.84,7.9715858,1350.2762,-193.45905,10.495007,1075.5181,41.932514,-132.0831,1335.9805,-103.74508,-225.68063,1005.4959,-148.7059,-216.60553,795.74475,-59.379269,141.75339,1337.1915,-109.63926,239.1369,1010.7398,-117.91409,211.48216,796.24103,-26.416603
2086,20.85,7.9648786,1350.4918,-193.15997,10.590561,1076.0876,41.786053,-131.95631,1336.3224,-103.24252,-226.90776,1006.1099,-149.60277,-217.28403,796.51697,-58.282135,141.7272,1337.661,-109.7855,240.64444,1011.8334,-118.18158,212.66867,797.61993,-25.397078
2087,20.86,7.991776,1350.493,-192.85535,10.673896,1076.4244,41.81612,-132.02042,1336.2657,-102.80857,-228.23778,1006.0773,-150.58417,-218.17696,796.87512,-57.242809,141.92572,1337.7585,-109.87839,242.3613,1012.2462,-118.47916,214.14348,798.60962,-24.125271
2088,20.87,8.1536341,1350.3983,-192.8439,10.757674,1076.4381,42.017387,-132.23232,1335.8966,-102.54808,-229.49992,1005.5722,-151.34825,-219.2265,796.95264,-56.430428,142.26491,1337.5643,-109.94102,244.09502,1012.0866,-118.66434,215.85674,799.22437,-22.661985
2089,20.88,8.1345501,1349.7532,-192.4351,10.862247,1076.1335,42.387177,-132.45537,1335.2897,-102.64804,-230.54153,1004.6628,-151.61124,-220.26164,796.75854,-55.737286,142.67044,1337.1481,-110.01762,245.69365,1011.5867,-118.73389,217.67441,799.66315,-21.047783
2090,20.89,8.2793064,1349.2186,-192.35657,11.022903,1075.5028,42.819927,-132.64529,1334.5255,-102.82957,-231.23315,1003.6248,-151.55901,-221.54489,796.22626,-55.09103,143.07776,1336.543,-110.07887,247.21025,1010.9371,-118.89716,219.58704,799.96484,-19.480608
2091,20.9,8.4506559,1348.6185,-192.33113,11.155324,1074.8258,43.16914,-132.74571,1333.7089,-103.02068,-231.80846,1002.5617,-151.07355,-222.88959,795.52386,-54.747406,143.49434,1335.822,-110.16442,248.60367,1010.166,-118.93819,221.54622,800.18469,-17.92425
2092,20.91,8.673193,1348.0741,-192.34833,11.191229,1074.0712,43.66843,-132.71838,1332.8727,-103.39109,-232.12859,1001.5195,-150.4095,-224.27055,794.6795,-54.547409,143.83138,1335.0641,-110.16174,249.78676,1009.3778,-119.07507,223.41467,800.33099,-16.375448
2093,20.92,9.0516748,1347.8339,-192.80429,11.300027,1073.2573,44.172569,-132.68935,1332.1576,-103.727,-232.46027,1000.6711,-149.67506,-225.64479,793.81152,-54.590347,144.17737,1334.3535,-110.08055,250.73936,1008.5513,-119.1447,225.32849,800.34637,-14.903037
2094,20.93,9.164856,1347.2869,-192.58896,11.401217,1072.5374,44.691803,-132.56439,1331.5778,-103.86349,-232.70421,1000.0206,-148.95293,-226.9348,792.97363,-54.569561,144.47067,1333.7599,-109.97548,251.55618,1007.8942,-119.1343,227.13321,800.31812,-13.544071
2095,20.94,9.359725,1347.095,-192.72031,11.537314,1071.9818,45.081226,-132.42697,1331.1287,-103.76918,-232.86095,999.60968,-148.38016,-228.0004,792.29803,-54.781624,144.70726,1333.2583,-109.78927,252.24066,1007.3425,-119.04292,228.84171,800.30988,-12.340925
2096,20.95,9.432086,1346.9421,-192.73254,11.697487,1071.6566,45.368362,-132.24286,1330.8695,-103.5051,-233.07613,999.37518,-147.79181,-228.87079,791.82025,-55.061573,144.8428,1332.9647,-109.67915,252.87469,1006.982,-118.81082,230.41428,800.33386,-11.197362
2097,20.96,9.5212841,1346.9619,-192.90714,11.831879,1071.5216,45.590446,-132.06705,1330.8203,-103.17244,-233.15865,999.39856,-147.25874,-229.58975,791.54803,-55.240486,144.88266,1332.8927,-109.57798,253.42259,1006.9216,-118.51933,231.87833,800.45184,-10.243521
2098,20.97,9.4654865,1346.9382,-192.89215,12.017853,1071.6265,45.666679,-131.83183,1330.9316,-102.8196,-233.27063,999.71613,-146.66655,-230.0766,791.57263,-55.616905,144.90294,1332.9794,-109.57213,253.8425,1007.1321,-118.08634,233.19746,800.69531,-9.4670296
2099,20.98,9.441186,1347.0117,-192.85461,12.198464,1071.8518,45.716503,-131.65669,1331.2748,-102.45564,-233.1049,1000.2881,-146.28362,-230.35497,791.77466,-56.009266,144.92607,1333.246,-109.62623,254.0831,1007.5725,-117.58017,234.38313,801.09967,-8.822504
2100,20.99,9.4361925,1347.1584,-192.88535,12.43655,1072.2201,45.571072,-131.46591,1331.7493,-102.06227,-233.08315,1001.0684,-145.93823,-230.42755,792.2038,-56.434856,144.94586,1333.6608,-109.81161,254.34303,1008.1766,-116.97476,235.35655,801.60339,-8.2044764
2101,21.0,9.4490786,1347.2366,-192.73218,12.656092,1072.6432,45.384907,-131.226,1332.319,-101.69543,-233.1974,1002.0334,-145.71751,-230.3566,792.74139,-56.83223,144.97855,1334.0907,-109.98548,254.62946,1008.8586,-116.26283,236.17143,802.14606,-7.6676855
2102,21.01,9.4753275,1347.3604,-192.69217,12.894194,1072.9929,45.216663,-131.05363,1332.9688,-101.44062,-233.19472,1002.9477,-145.45338,-230.09041,793.29553,-57.286739,145.01297,1334.4797,-110.18138,254.90579,1009.5942,-115.53773,236.74072,802.64142,-7.2894254
2103,21.02,9.5536823,1347.5616,-192.58485,13.130242,1073.3336,44.982437,-130.88962,1333.7257,-101.27165,-233.23314,1003.9191,-145.25551,-229.79382,794.02002,-57.656002,145.03136,1334.8167,-110.28577,255.22142,1010.2689,-114.84611,237.16422,803.13049,-6.9489927
2104,21.03,9.6032467,1347.6215,-192.31883,13.381044,1073.6489,44.814884,-130.69781,1334.4711,-100.9341,-233.2478,1004.8408,-144.99956,-229.32402,794.7113,-58.081188,145.09119,1335.0656,-110.3923,255.51442,1010.804,-114.16075,237.49884,803.4892,-6.6275258
2105,21.04,9.7155819,1347.7754,-192.16029,13.557985,1073.8906,44.752403,-130.5117,1335.2703,-100.621,-233.18321,1005.7598,-144.97105,-228.88696,795.51819,-58.490582,145.14938,1335.1876,-110.36957,255.7244,1011.199,-113.64373,237.65889,803.70459,-6.3534636
2106,21.05,9.8428669,1347.881,-191.88387,13.724163,1073.9878,44.840649,-130.24716,1336.0778,-100.33188,-233.03363,1006.7849,-145.04634,-228.44994,796.41388,-59.0648,145.28908,1335.2037,-110.30707,255.93976,1011.3319,-113.29118,237.68501,803.73932,-6.081924
2107,21.06,10.036416,1347.9395,-191.60767,13.86187,1074.0143,44.951393,-129.99603,1336.9044,-100.02416,-232.8257,1007.8351,-145.22318,-228.1174,797.42749,-59.529873,145.44383,1335.0244,-110.17621,256.13644,1011.1594,-113.09589,237.59048,803.65027,-5.7546511
2108,21.07,10.280925,1348.0593,-191.34256,13.916531,1073.9611,45.210434,-129.6895,1337.8466,-99.705666,-232.5071,1008.9507,-145.50291,-227.87189,798.54669,-59.874603,145.62453,1334.7198,-109.96836,256.2941,1010.765,-113.07645,237.44136,803.36816,-5.4608049
2109,21.08,10.552835,1348.1813,-191.0743,13.914291,1073.8126,45.406681,-129.39165,1338.7532,-99.280426,-232.42938,1010.1605,-145.77907,-227.71797,799.841,-60.24651,145.87109,1334.2878,-109.71151,256.39783,1010.1962,-113.10894,237.27222,802.94116,-5.0949936
2110,21.09,10.870794,1348.2969,-190.85838,13.860168,1073.6337,45.656567,-129.06261,1339.8647,-99.012642,-231.85938,1011.5815,-146.37643,-227.62836,801.30768,-60.67609,146.13567,1333.764,-109.351,256.4473,1009.4666,-113.23505,237.07967,802.42419,-4.6774249
2111,21.1,11.322909,1348.3774,-190.48665,13.811949,1073.4513,45.777618,-128.66455,1341.0636,-98.722267,-231.48781,1013.1318,-146.89859,-227.56151,803.02582,-61.172482,146.45866,1333.1395,-108.94211,256.45581,1008.5679,-113.39076,236.89244,801.80621,-4.3345485
2112,21.11,11.850297,1348.5446,-190.2011,13.65186,1073.2869,45.916275,-128.14607,1342.4727,-98.429619,-231.06458,1014.8561,-147.48366,-227.42358,804.81195,-61.670834,146.78342,1332.4824,-108.5257,256.45856,1007.608,-113.51765,236.67896,801.19336,-3.9652669
2113,21.12,12.581408,1349.0704,-190.33542,13.467733,1073.1122,46.055603,-127.58871,1344.0134,-98.115318,-230.69453,1016.8029,-148.07973,-227.24033,806.88013,-62.201996,147.17281,1331.7872,-108.0687,256.43195,1006.6349,-113.59064,236.40848,800.51666,-3.6037076
2114,21.13,13.224797,1349.3225,-189.97299,13.216929,1072.9838,46.097519,-126.89506,1345.7167,-97.75013,-230.34573,1018.9678,-148.76672,-226.93401,809.14166,-62.653721,147.5757,1331.0846,-107.55865,256.35519,1005.7526,-113.62121,236.11761,799.80804,-3.3887284
2115,21.14,13.918341,1349.6265,-189.56361,12.943966,1072.8887,46.174641,-126.06123,1347.5996,-97.480904,-229.94553,1021.3793,-149.46017,-226.45367,811.59387,-63.264275,147.94331,1330.4358,-107.14795,256.341,1004.9376,-113.50581,235.77962,799.13898,-3.1842937
2116,21.15,14.324281,1349.6021,-188.57112,12.601622,1072.9014,46.188488,-125.15296,1349.668,-97.213837,-229.66899,1024.0189,-150.09117,-225.92355,814.28064,-63.985153,148.27098,1329.8348,-106.78435,256.29504,1004.2782,-113.28007,235.36244,798.505,-3.0109558
2117,21.16,15.051658,1350.0087,-188.13217,12.213386,1072.9978,46.293304,-124.14486,1351.907,-96.824173,-229.34248,1026.8789,-150.74086,-225.34431,817.19434,-64.561096,148.61005,1329.3375,-106.41726,256.20651,1003.7879,-113.02197,234.95187,797.89081,-2.9420271
2118,21.17,15.763439,1350.4698,-187.73288,11.86857,1073.1996,46.298203,-123.03921,1354.3489,-96.566536,-228.99327,1030.0083,-151.41359,-224.67503,820.37372,-65.280136,148.97327,1328.9323,-106.11002,256.09821,1003.3796,-112.73563,234.49754,797.38531,-2.9284708
2119,21.18,16.478113,1350.95,-187.31378,11.460316,1073.5256,46.375725,-121.81377,1356.937,-96.152176,-228.57898,1033.3542,-152.039,-224.11244,823.78033,-66.089066,149.29933,1328.63,-105.81074,255.93085,1003.0399,-112.34794,234.00629,796.87628,-2.8984649
2120,21.19,17.281969,1351.424,-186.79991,11.119995,1073.9377,46.487175,-120.49189,1359.7302,-95.893608,-228.21396,1036.9327,-152.74092,-223.57678,827.26154,-66.893562,149.58453,1328.397,-105.61649,255.75713,1002.7397,-112.00921,233.49469,796.38275,-2.9396408
2121,21.2,18.072742,1352.0349,-186.39288,10.790943,1074.4263,46.555389,-119.08082,1362.6971,-95.597031,-227.70512,1040.6475,-153.44725,-222.96362,830.98022,-67.789833,149.95891,1328.2318,-105.36808,255.57813,1002.5541,-111.60508,232.99898,795.9068,-3.0506065
2122,21.21,19.217697,1353.0936,-186.56412,10.483061,1074.9829,46.768707,-117.5321,1365.8978,-95.198952,-227.24001,1044.6699,-154.13496,-222.24429,834.98462,-68.913101,150.33115,1328.0897,-105.12294,255.3452,1002.368,-111.18926,232.55133,795.46423,-3.1631811
2123,21.22,19.857178,1353.5715,-185.62485,10.218147,1075.652,46.867523,-115.82407,1369.4183,-95.098198,-226.64737,1048.9564,-154.64728,-221.57626,839.32172,-69.5485,150.7117,1327.9688,-104.82567,255.02333,1002.261,-110.7738,232.12308,795.09436,-3.2429767
2124,21.23,20.841187,1354.3503,-185.0399,9.9497747,1076.3451,47.038921,-113.93958,1373.0549,-94.30336,-225.93387,1053.7428,-155.41989,-220.10638,844.11517,-71.681801,151.0179,1327.8788,-104.70994,254.64702,1002.2311,-110.37148,231.707,794.8299,-3.3669496
